string_combination,,id,em,dm,events,lat_play,trips,seeds,tnb,online,ap,tp,string,sum,organization,total_amount,group,color,segment,Opportunities,,,
DM EM Online Events Seeds Trips Third Party,,490,1,1,1,0,1,1,0,1,0,1,1110110101,7,DM EM Online Events Keep It  Trips Third Party ,110000,High,#7AB800,LI,1,,,
DM EM Online Events Seeds Trips Third Party Lattice Play,,491,1,1,1,1,1,1,0,1,0,1,1111110101,8,DM EM Online Events Keep It  Trips Third Party Lattice Play,169661,High,#7AB800,LI,29,,,
DM EM Online Events Seeds Trips Try n' Buy Third Party Lattice Play,,492,1,1,1,1,1,1,1,1,0,1,1111111101,9,DM EM Online Events Keep It  Trips  Try n' Buy Third Party Lattice Play,390617,High,#7AB800,LI,17,,,
DM EM Online Events Account's Play Lattice Play,,493,1,1,1,1,0,0,0,1,1,0,1111000110,6,DM EM Online Events Account's Play Lattice Play,45150,Low,#DC5034,LI,4,,,
DM EM Online Events Account's Play Third Party Lattice Play,,494,1,1,1,1,0,0,0,1,1,1,1111000111,7,DM EM Online Events Account's Play Third Party Lattice Play,47123,Medium,#c1d82f,LI,8,,,
DM EM Online Events Account's Play Try n' Buy Third Party Lattice Play,,495,1,1,1,1,0,0,1,1,1,1,1111001111,8,DM EM Online Events Account's Play Try n' Buy Third Party Lattice Play,50000,Medium,#c1d82f,LI,1,,,
DM EM Online Events Account's Play Trips Lattice Play,,496,1,1,1,1,1,0,0,1,1,0,1111100110,7,DM EM Online Events Account's Play Trips  Lattice Play,115862,High,#7AB800,LI,132,,,
DM EM Online Events Account's Play Trips Third Party Lattice Play,,497,1,1,1,1,1,0,0,1,1,1,1111100111,8,DM EM Online Events Account's Play Trips Third Party Lattice Play,116775,High,#7AB800,LI,1989,,,
DM EM Online Events Account's Play Trips Try n' Buy Lattice Play,,498,1,1,1,1,1,0,1,1,1,0,1111101110,8,DM EM Online Events Account's Play Trips  Try n' Buy Lattice Play,114173,High,#7AB800,LI,12,,,
DM EM Online Events Account's Play Trips Try n' Buy Third Party Lattice Play,,499,1,1,1,1,1,0,1,1,1,1,1111101111,9,DM EM Online Events Account's Play Trips  Try n' Buy Third Party Lattice Play,145860,High,#7AB800,LI,358,,,
DM EM Online Events Account's Play Seeds Trips Lattice Play,,500,1,1,1,1,1,1,0,1,1,0,1111110110,8,DM EM Online Events Account's Play Keep It  Trips  Lattice Play,44982,Low,#DC5034,LI,6,,,
DM EM Online Events Account's Play Seeds Trips Third Party Lattice Play,,501,1,1,1,1,1,1,0,1,1,1,1111110111,9,DM EM Online Events Account's Play Keep It  Trips Third Party Lattice Play,152536,High,#7AB800,LI,246,,,
DM EM Online Events Account's Play Seeds Trips Try n' Buy Third Party Lattice Play,,502,1,1,1,1,1,1,1,1,1,1,1111111111,10,DM EM Online Events Account's Play Keep It  Trips  Try n' Buy Third Party Lattice Play,320165,High,#7AB800,LI,94,,,
Lattice Play,,503,0,0,0,1,0,0,0,0,0,0,1000000,1, Lattice Play,34820,Medium,#c1d82f,PCA,171,,,
Third Party,,504,0,0,0,0,0,0,0,0,0,1,1,1,Third Party ,39777,Medium,#c1d82f,PCA,13,,,
Third Party Lattice Play,,505,0,0,0,1,0,0,0,0,0,1,1000001,2,Third Party Lattice Play,20750,Low,#DC5034,PCA,11,,,
Trips,,506,0,0,0,0,1,0,0,0,0,0,100000,1, Trips  ,55026,High,#7AB800,PCA,38,,,
Trips Lattice Play,,507,0,0,0,1,1,0,0,0,0,0,1100000,2, Trips  Lattice Play,43110,Medium,#c1d82f,PCA,63,,,
Trips Third Party,,508,0,0,0,0,1,0,0,0,0,1,100001,2, Trips Third Party ,29000,Low,#DC5034,PCA,2,,,
Trips Third Party Lattice Play,,509,0,0,0,1,1,0,0,0,0,1,1100001,3, Trips Third Party Lattice Play,37140,Medium,#c1d82f,PCA,12,,,
Account's Play,,510,0,0,0,0,0,0,0,0,1,0,10,1,Account's Play ,20000,Low,#DC5034,PCA,2,,,
Account's Play Lattice Play,,511,0,0,0,1,0,0,0,0,1,0,1000010,2,Account's Play Lattice Play,74697,High,#7AB800,PCA,10,,,
Account's Play Third Party,,512,0,0,0,0,0,0,0,0,1,1,11,2,Account's Play Third Party ,32500,Medium,#c1d82f,PCA,2,,,
Account's Play Third Party Lattice Play,,513,0,0,0,1,0,0,0,0,1,1,1000011,3,Account's Play Third Party Lattice Play,15500,Low,#DC5034,PCA,2,,,
Account's Play Trips,,514,0,0,0,0,1,0,0,0,1,0,100010,2,Account's Play Trips  ,69894,High,#7AB800,PCA,3,,,
Account's Play Trips Lattice Play,,515,0,0,0,1,1,0,0,0,1,0,1100010,3,Account's Play Trips  Lattice Play,24901,Low,#DC5034,PCA,11,,,
Account's Play Trips Third Party Lattice Play,,516,0,0,0,1,1,0,0,0,1,1,1100011,4,Account's Play Trips Third Party Lattice Play,20000,Low,#DC5034,PCA,1,,,
Events,,517,0,0,1,0,0,0,0,0,0,0,10000000,1, Events,40000,Medium,#c1d82f,PCA,2,,,
Events Lattice Play,,518,0,0,1,1,0,0,0,0,0,0,11000000,2, Events Lattice Play,16360,Low,#DC5034,PCA,3,,,
Events Third Party Lattice Play,,519,0,0,1,1,0,0,0,0,0,1,11000001,3, Events Third Party Lattice Play,10500,Low,#DC5034,PCA,1,,,
Events Trips,,520,0,0,1,0,1,0,0,0,0,0,10100000,2, Events  Trips  ,41630,Medium,#c1d82f,PCA,8,,,
Events Trips Lattice Play,,521,0,0,1,1,1,0,0,0,0,0,11100000,3, Events  Trips  Lattice Play,85600,High,#7AB800,PCA,10,,,
Events Trips Third Party Lattice Play,,522,0,0,1,1,1,0,0,0,0,1,11100001,4, Events  Trips Third Party Lattice Play,50000,High,#7AB800,PCA,2,,,
Events Account's Play Lattice Play,,523,0,0,1,1,0,0,0,0,1,0,11000010,3, Events Account's Play Lattice Play,17212,Low,#DC5034,PCA,1,,,
Events Account's Play Trips Lattice Play,,524,0,0,1,1,1,0,0,0,1,0,11100010,4, Events Account's Play Trips  Lattice Play,30667,Low,#DC5034,PCA,3,,,
Events Account's Play Trips Third Party Lattice Play,,525,0,0,1,1,1,0,0,0,1,1,11100011,5, Events Account's Play Trips Third Party Lattice Play,103280,High,#7AB800,PCA,5,,,
Online,,526,0,0,0,0,0,0,0,1,0,0,100,1,Online ,36828,Medium,#c1d82f,PCA,84,,,
Online Lattice Play,,527,0,0,0,1,0,0,0,1,0,0,1000100,2,Online Lattice Play,31119,Low,#DC5034,PCA,154,,,
Online Third Party,,528,0,0,0,0,0,0,0,1,0,1,101,2,Online Third Party ,21742,Low,#DC5034,PCA,7,,,
Online Third Party Lattice Play,,529,0,0,0,1,0,0,0,1,0,1,1000101,3,Online Third Party Lattice Play,47152,Medium,#c1d82f,PCA,14,,,
Online Trips,,530,0,0,0,0,1,0,0,1,0,0,100100,2,Online Trips  ,138673,High,#7AB800,PCA,19,,,
Online Trips Lattice Play,,531,0,0,0,1,1,0,0,1,0,0,1100100,3,Online Trips  Lattice Play,56961,High,#7AB800,PCA,140,,,
Online Trips Third Party Lattice Play,,532,0,0,0,1,1,0,0,1,0,1,1100101,4,Online Trips Third Party Lattice Play,55456,High,#7AB800,PCA,59,,,
Online Trips Try n' Buy Lattice Play,,533,0,0,0,1,1,0,1,1,0,0,1101100,4,Online Trips  Try n' Buy Lattice Play,87972,High,#7AB800,PCA,1,,,
Online Seeds Trips Third Party Lattice Play,,534,0,0,0,1,1,1,0,1,0,1,1110101,5,Online Keep It  Trips Third Party Lattice Play,27000,Low,#DC5034,PCA,6,,,
Online Seeds Trips Try n' Buy Third Party Lattice Play,,535,0,0,0,1,1,1,1,1,0,1,1111101,6,Online Keep It  Trips  Try n' Buy Third Party Lattice Play,16042,Low,#DC5034,PCA,1,,,
Online Account's Play Lattice Play,,536,0,0,0,1,0,0,0,1,1,0,1000110,3,Online Account's Play Lattice Play,27181,Low,#DC5034,PCA,16,,,
Online Account's Play Third Party Lattice Play,,537,0,0,0,1,0,0,0,1,1,1,1000111,4,Online Account's Play Third Party Lattice Play,34386,Medium,#c1d82f,PCA,6,,,Low
Online Account's Play Trips Lattice Play,,538,0,0,0,1,1,0,0,1,1,0,1100110,4,Online Account's Play Trips  Lattice Play,61538,High,#7AB800,PCA,35,,,
Online Account's Play Trips Third Party Lattice Play,,539,0,0,0,1,1,0,0,1,1,1,1100111,5,Online Account's Play Trips Third Party Lattice Play,45682,Medium,#c1d82f,PCA,13,,,
Online Account's Play Trips Try n' Buy Third Party Lattice Play,,540,0,0,0,1,1,0,1,1,1,1,1101111,6,Online Account's Play Trips  Try n' Buy Third Party Lattice Play,104602,High,#7AB800,PCA,4,,,
Online Events Lattice Play,,541,0,0,1,1,0,0,0,1,0,0,11000100,3,Online Events Lattice Play,14688,Low,#DC5034,PCA,8,,,
Online Events Third Party,,542,0,0,1,0,0,0,0,1,0,1,10000101,3,Online Events Third Party ,12877,Low,#DC5034,PCA,1,,,
Online Events Third Party Lattice Play,,543,0,0,1,1,0,0,0,1,0,1,11000101,4,Online Events Third Party Lattice Play,35563,Medium,#c1d82f,PCA,4,,,
Online Events Trips Lattice Play,,544,0,0,1,1,1,0,0,1,0,0,11100100,4,Online Events  Trips  Lattice Play,38003,Medium,#c1d82f,PCA,46,,,
Online Events Trips Third Party Lattice Play,,545,0,0,1,1,1,0,0,1,0,1,11100101,5,Online Events  Trips Third Party Lattice Play,41032,Medium,#c1d82f,PCA,42,,,
Online Events Seeds Trips Lattice Play,,546,0,0,1,1,1,1,0,1,0,0,11110100,5,Online Events Keep It  Trips  Lattice Play,166000,High,#7AB800,PCA,1,,,
Online Events Seeds Trips Third Party Lattice Play,,547,0,0,1,1,1,1,0,1,0,1,11110101,6,Online Events Keep It  Trips Third Party Lattice Play,350000,High,#7AB800,PCA,1,,,
Online Events Account's Play Lattice Play,,548,0,0,1,1,0,0,0,1,1,0,11000110,4,Online Events Account's Play Lattice Play,30000,Low,#DC5034,PCA,1,,,
Online Events Account's Play Trips Lattice Play,,549,0,0,1,1,1,0,0,1,1,0,11100110,5,Online Events Account's Play Trips  Lattice Play,31040,Low,#DC5034,PCA,26,,,
Online Events Account's Play Trips Third Party Lattice Play,,550,0,0,1,1,1,0,0,1,1,1,11100111,6,Online Events Account's Play Trips Third Party Lattice Play,80624,High,#7AB800,PCA,21,,,
EM,,551,1,0,0,0,0,0,0,0,0,0,1000000000,1, EM,33613,Medium,#c1d82f,PCA,24,,,
EM Lattice Play,,552,1,0,0,1,0,0,0,0,0,0,1001000000,2, EM Lattice Play,32811,Medium,#c1d82f,PCA,51,,,
EM Third Party,,553,1,0,0,0,0,0,0,0,0,1,1000000001,2, EM Third Party ,50500,High,#7AB800,PCA,2,,,
EM Third Party Lattice Play,,554,1,0,0,1,0,0,0,0,0,1,1001000001,3, EM Third Party Lattice Play,40907,Medium,#c1d82f,PCA,8,,,
EM Trips,,555,1,0,0,0,1,0,0,0,0,0,1000100000,2, EM  Trips  ,65500,High,#7AB800,PCA,8,,,
EM Trips Lattice Play,,556,1,0,0,1,1,0,0,0,0,0,1001100000,3, EM  Trips  Lattice Play,32578,Medium,#c1d82f,PCA,47,,,
EM Trips Third Party Lattice Play,,557,1,0,0,1,1,0,0,0,0,1,1001100001,4, EM  Trips Third Party Lattice Play,52205,High,#7AB800,PCA,6,,,
EM Account's Play Lattice Play,,558,1,0,0,1,0,0,0,0,1,0,1001000010,3, EM Account's Play Lattice Play,24256,Low,#DC5034,PCA,9,,,
EM Account's Play Third Party,,559,1,0,0,0,0,0,0,0,1,1,1000000011,3, EM Account's Play Third Party ,46000,Medium,#c1d82f,PCA,1,,,
EM Account's Play Trips Lattice Play,,560,1,0,0,1,1,0,0,0,1,0,1001100010,4, EM Account's Play Trips  Lattice Play,39341,Medium,#c1d82f,PCA,15,,,
EM Events,,561,1,0,1,0,0,0,0,0,0,0,1010000000,2, EM Events,27500,Low,#DC5034,PCA,2,,,
EM Events Lattice Play,,562,1,0,1,1,0,0,0,0,0,0,1011000000,3, EM Events Lattice Play,35750,Medium,#c1d82f,PCA,4,,,
EM Events Trips Lattice Play,,563,1,0,1,1,1,0,0,0,0,0,1011100000,4, EM Events  Trips  Lattice Play,40777,Medium,#c1d82f,PCA,15,,,
EM Events Trips Third Party,,564,1,0,1,0,1,0,0,0,0,1,1010100001,4, EM Events  Trips Third Party ,50000,High,#7AB800,PCA,1,,,
EM Events Trips Third Party Lattice Play,,565,1,0,1,1,1,0,0,0,0,1,1011100001,5, EM Events  Trips Third Party Lattice Play,53000,High,#7AB800,PCA,2,,,
EM Events Account's Play Trips Lattice Play,,566,1,0,1,1,1,0,0,0,1,0,1011100010,5, EM Events Account's Play Trips  Lattice Play,23333,Low,#DC5034,PCA,3,,,
EM Events Account's Play Trips Third Party Lattice Play,,567,1,0,1,1,1,0,0,0,1,1,1011100011,6, EM Events Account's Play Trips Third Party Lattice Play,33333,Medium,#c1d82f,PCA,3,,,
EM Online,,568,1,0,0,0,0,0,0,1,0,0,1000000100,2, EM Online ,29150,Low,#DC5034,PCA,13,,,
EM Online Lattice Play,,569,1,0,0,1,0,0,0,1,0,0,1001000100,3, EM Online Lattice Play,37095,Medium,#c1d82f,PCA,94,,,
EM Online Third Party,,570,1,0,0,0,0,0,0,1,0,1,1000000101,3, EM Online Third Party ,36750,Medium,#c1d82f,PCA,2,,,
EM Online Third Party Lattice Play,,571,1,0,0,1,0,0,0,1,0,1,1001000101,4, EM Online Third Party Lattice Play,27586,Low,#DC5034,PCA,11,,,
EM Online Trips,,572,1,0,0,0,1,0,0,1,0,0,1000100100,3, EM Online Trips  ,29875,Low,#DC5034,PCA,4,,,
EM Online Trips Lattice Play,,573,1,0,0,1,1,0,0,1,0,0,1001100100,4, EM Online Trips  Lattice Play,38132,Medium,#c1d82f,PCA,160,,,
EM Online Trips Third Party Lattice Play,,574,1,0,0,1,1,0,0,1,0,1,1001100101,5, EM Online Trips Third Party Lattice Play,35582,Medium,#c1d82f,PCA,64,,,
EM Online Account's Play Lattice Play,,575,1,0,0,1,0,0,0,1,1,0,1001000110,4, EM Online Account's Play Lattice Play,25412,Low,#DC5034,PCA,29,,,
EM Online Account's Play Third Party Lattice Play,,576,1,0,0,1,0,0,0,1,1,1,1001000111,5, EM Online Account's Play Third Party Lattice Play,16779,Low,#DC5034,PCA,3,,,
EM Online Account's Play Trips,,577,1,0,0,0,1,0,0,1,1,0,1000100110,4, EM Online Account's Play Trips  ,4000,Low,#DC5034,PCA,1,,,
EM Online Account's Play Trips Lattice Play,,578,1,0,0,1,1,0,0,1,1,0,1001100110,5, EM Online Account's Play Trips  Lattice Play,50310,High,#7AB800,PCA,75,,,
EM Online Account's Play Trips Third Party Lattice Play,,579,1,0,0,1,1,0,0,1,1,1,1001100111,6, EM Online Account's Play Trips Third Party Lattice Play,74938,High,#7AB800,PCA,43,,,
EM Online Account's Play Trips Try n' Buy Third Party Lattice Play,,580,1,0,0,1,1,0,1,1,1,1,1001101111,7, EM Online Account's Play Trips  Try n' Buy Third Party Lattice Play,12000,Low,#DC5034,PCA,1,,,
EM Online Events Lattice Play,,581,1,0,1,1,0,0,0,1,0,0,1011000100,4, EM Online Events Lattice Play,49607,Medium,#c1d82f,PCA,14,,,
EM Online Events Third Party,,582,1,0,1,0,0,0,0,1,0,1,1010000101,4, EM Online Events Third Party ,115000,High,#7AB800,PCA,1,,,
EM Online Events Third Party Lattice Play,,583,1,0,1,1,0,0,0,1,0,1,1011000101,5, EM Online Events Third Party Lattice Play,38688,Medium,#c1d82f,PCA,8,,,
EM Online Events Trips Lattice Play,,584,1,0,1,1,1,0,0,1,0,0,1011100100,5, EM Online Events  Trips  Lattice Play,54003,High,#7AB800,PCA,65,,,
EM Online Events Trips Third Party,,585,1,0,1,0,1,0,0,1,0,1,1010100101,5, EM Online Events  Trips Third Party ,100000,High,#7AB800,PCA,1,,,
EM Online Events Trips Third Party Lattice Play,,586,1,0,1,1,1,0,0,1,0,1,1011100101,6, EM Online Events  Trips Third Party Lattice Play,49176,Medium,#c1d82f,PCA,39,,,
EM Online Events Seeds Trips Lattice Play,,587,1,0,1,1,1,1,0,1,0,0,1011110100,6, EM Online Events Keep It  Trips  Lattice Play,78500,High,#7AB800,PCA,1,,,
EM Online Events Account's Play Lattice Play,,588,1,0,1,1,0,0,0,1,1,0,1011000110,5, EM Online Events Account's Play Lattice Play,41608,Medium,#c1d82f,PCA,4,,,
EM Online Events Account's Play Third Party Lattice Play,,589,1,0,1,1,0,0,0,1,1,1,1011000111,6, EM Online Events Account's Play Third Party Lattice Play,30553,Low,#DC5034,PCA,2,,,
EM Online Events Account's Play Trips Lattice Play,,590,1,0,1,1,1,0,0,1,1,0,1011100110,6, EM Online Events Account's Play Trips  Lattice Play,62007,High,#7AB800,PCA,42,,,
EM Online Events Account's Play Trips Third Party Lattice Play,,591,1,0,1,1,1,0,0,1,1,1,1011100111,7, EM Online Events Account's Play Trips Third Party Lattice Play,62700,High,#7AB800,PCA,39,,,
EM Online Events Account's Play Trips Try n' Buy Third Party Lattice Play,,592,1,0,1,1,1,0,1,1,1,1,1011101111,8, EM Online Events Account's Play Trips  Try n' Buy Third Party Lattice Play,21116,Low,#DC5034,PCA,2,,,
DM,,593,0,1,0,0,0,0,0,0,0,0,100000000,1,DM ,35077,Medium,#c1d82f,PCA,121,,,
DM Lattice Play,,594,0,1,0,1,0,0,0,0,0,0,101000000,2,DM Lattice Play,32912,Medium,#c1d82f,PCA,327,,,
DM Third Party,,595,0,1,0,0,0,0,0,0,0,1,100000001,2,DM Third Party ,63313,High,#7AB800,PCA,22,,,
DM Third Party Lattice Play,,596,0,1,0,1,0,0,0,0,0,1,101000001,3,DM Third Party Lattice Play,32376,Low,#DC5034,PCA,40,,,
DM Trips,,597,0,1,0,0,1,0,0,0,0,0,100100000,2,DM Trips  ,64624,High,#7AB800,PCA,28,,,
DM Trips Lattice Play,,598,0,1,0,1,1,0,0,0,0,0,101100000,3,DM Trips  Lattice Play,55560,High,#7AB800,PCA,156,,,
DM Trips Third Party,,599,0,1,0,0,1,0,0,0,0,1,100100001,3,DM Trips Third Party ,51650,High,#7AB800,PCA,10,,,
DM Trips Third Party Lattice Play,,600,0,1,0,1,1,0,0,0,0,1,101100001,4,DM Trips Third Party Lattice Play,50539,High,#7AB800,PCA,32,,,
DM Account's Play,,601,0,1,0,0,0,0,0,0,1,0,100000010,2,DM Account's Play ,24183,Low,#DC5034,PCA,8,,,
DM Account's Play Lattice Play,,602,0,1,0,1,0,0,0,0,1,0,101000010,3,DM Account's Play Lattice Play,29903,Low,#DC5034,PCA,44,,,
DM Account's Play Third Party,,603,0,1,0,0,0,0,0,0,1,1,100000011,3,DM Account's Play Third Party ,15000,Low,#DC5034,PCA,2,,,
DM Account's Play Third Party Lattice Play,,604,0,1,0,1,0,0,0,0,1,1,101000011,4,DM Account's Play Third Party Lattice Play,13909,Low,#DC5034,PCA,7,,,
DM Account's Play Trips,,605,0,1,0,0,1,0,0,0,1,0,100100010,3,DM Account's Play Trips  ,3300,Low,#DC5034,PCA,2,,,
DM Account's Play Trips Lattice Play,,606,0,1,0,1,1,0,0,0,1,0,101100010,4,DM Account's Play Trips  Lattice Play,68335,High,#7AB800,PCA,58,,,
DM Account's Play Trips Third Party,,607,0,1,0,0,1,0,0,0,1,1,100100011,4,DM Account's Play Trips Third Party ,55000,High,#7AB800,PCA,1,,,
DM Account's Play Trips Third Party Lattice Play,,608,0,1,0,1,1,0,0,0,1,1,101100011,5,DM Account's Play Trips Third Party Lattice Play,29799,Low,#DC5034,PCA,9,,,
DM Events,,609,0,1,1,0,0,0,0,0,0,0,110000000,2,DM Events,25000,Low,#DC5034,PCA,2,,,
DM Events Lattice Play,,610,0,1,1,1,0,0,0,0,0,0,111000000,3,DM Events Lattice Play,20284,Low,#DC5034,PCA,7,,,
DM Events Third Party Lattice Play,,611,0,1,1,1,0,0,0,0,0,1,111000001,4,DM Events Third Party Lattice Play,32667,Medium,#c1d82f,PCA,6,,,
DM Events Trips,,612,0,1,1,0,1,0,0,0,0,0,110100000,3,DM Events  Trips  ,61721,High,#7AB800,PCA,6,,,
DM Events Trips Lattice Play,,613,0,1,1,1,1,0,0,0,0,0,111100000,4,DM Events  Trips  Lattice Play,26479,Low,#DC5034,PCA,42,,,
DM Events Trips Third Party Lattice Play,,614,0,1,1,1,1,0,0,0,0,1,111100001,5,DM Events  Trips Third Party Lattice Play,138669,High,#7AB800,PCA,12,,,
DM Events Account's Play Lattice Play,,615,0,1,1,1,0,0,0,0,1,0,111000010,4,DM Events Account's Play Lattice Play,14362,Low,#DC5034,PCA,3,,,
DM Events Account's Play Third Party,,616,0,1,1,0,0,0,0,0,1,1,110000011,4,DM Events Account's Play Third Party ,53302,High,#7AB800,PCA,1,,,
DM Events Account's Play Trips,,617,0,1,1,0,1,0,0,0,1,0,110100010,4,DM Events Account's Play Trips  ,10000,Low,#DC5034,PCA,1,,,
DM Events Account's Play Trips Lattice Play,,618,0,1,1,1,1,0,0,0,1,0,111100010,5,DM Events Account's Play Trips  Lattice Play,41987,Medium,#c1d82f,PCA,11,,,
DM Online,,619,0,1,0,0,0,0,0,1,0,0,100000100,2,DM Online ,53102,High,#7AB800,PCA,47,,,
DM Online Lattice Play,,620,0,1,0,1,0,0,0,1,0,0,101000100,3,DM Online Lattice Play,26624,Low,#DC5034,PCA,377,,,
DM Online Third Party,,621,0,1,0,0,0,0,0,1,0,1,100000101,3,DM Online Third Party ,53100,High,#7AB800,PCA,9,,,
DM Online Third Party Lattice Play,,622,0,1,0,1,0,0,0,1,0,1,101000101,4,DM Online Third Party Lattice Play,27993,Low,#DC5034,PCA,55,,,
DM Online Trips,,623,0,1,0,0,1,0,0,1,0,0,100100100,3,DM Online Trips  ,31028,Low,#DC5034,PCA,12,,,
DM Online Trips Lattice Play,,624,0,1,0,1,1,0,0,1,0,0,101100100,4,DM Online Trips  Lattice Play,40760,Medium,#c1d82f,PCA,276,,,
DM Online Trips Third Party,,625,0,1,0,0,1,0,0,1,0,1,100100101,4,DM Online Trips Third Party ,18500,Low,#DC5034,PCA,2,,,
DM Online Trips Third Party Lattice Play,,626,0,1,0,1,1,0,0,1,0,1,101100101,5,DM Online Trips Third Party Lattice Play,41763,Medium,#c1d82f,PCA,82,,,
DM Online Trips Try n' Buy Lattice Play,,627,0,1,0,1,1,0,1,1,0,0,101101100,5,DM Online Trips  Try n' Buy Lattice Play,60000,High,#7AB800,PCA,1,,,
DM Online Trips Try n' Buy Third Party Lattice Play,,628,0,1,0,1,1,0,1,1,0,1,101101101,6,DM Online Trips  Try n' Buy Third Party Lattice Play,35000,Medium,#c1d82f,PCA,2,,,
DM Online Account's Play Lattice Play,,629,0,1,0,1,0,0,0,1,1,0,101000110,4,DM Online Account's Play Lattice Play,29134,Low,#DC5034,PCA,73,,,
DM Online Account's Play Third Party Lattice Play,,630,0,1,0,1,0,0,0,1,1,1,101000111,5,DM Online Account's Play Third Party Lattice Play,14954,Low,#DC5034,PCA,10,,,
DM Online Account's Play Trips,,631,0,1,0,0,1,0,0,1,1,0,100100110,4,DM Online Account's Play Trips  ,36667,Medium,#c1d82f,PCA,3,,,
DM Online Account's Play Trips Lattice Play,,632,0,1,0,1,1,0,0,1,1,0,101100110,5,DM Online Account's Play Trips  Lattice Play,72022,High,#7AB800,PCA,104,,,
DM Online Account's Play Trips Third Party Lattice Play,,633,0,1,0,1,1,0,0,1,1,1,101100111,6,DM Online Account's Play Trips Third Party Lattice Play,55254,High,#7AB800,PCA,46,,,
DM Online Account's Play Trips Try n' Buy Lattice Play,,634,0,1,0,1,1,0,1,1,1,0,101101110,6,DM Online Account's Play Trips  Try n' Buy Lattice Play,39332,Medium,#c1d82f,PCA,3,,,
DM Online Events,,635,0,1,1,0,0,0,0,1,0,0,110000100,3,DM Online Events,10000,Low,#DC5034,PCA,3,,,
DM Online Events Lattice Play,,636,0,1,1,1,0,0,0,1,0,0,111000100,4,DM Online Events Lattice Play,35160,Medium,#c1d82f,PCA,25,,,
DM Online Events Third Party Lattice Play,,637,0,1,1,1,0,0,0,1,0,1,111000101,5,DM Online Events Third Party Lattice Play,55049,High,#7AB800,PCA,7,,,
DM Online Events Trips Lattice Play,,638,0,1,1,1,1,0,0,1,0,0,111100100,5,DM Online Events  Trips  Lattice Play,38536,Medium,#c1d82f,PCA,83,,,
DM Online Events Trips Third Party Lattice Play,,639,0,1,1,1,1,0,0,1,0,1,111100101,6,DM Online Events  Trips Third Party Lattice Play,51266,High,#7AB800,PCA,42,,,
DM Online Events Seeds Trips Third Party Lattice Play,,640,0,1,1,1,1,1,0,1,0,1,111110101,7,DM Online Events Keep It  Trips Third Party Lattice Play,19415,Low,#DC5034,PCA,1,,,
DM Online Events Account's Play Lattice Play,,641,0,1,1,1,0,0,0,1,1,0,111000110,5,DM Online Events Account's Play Lattice Play,11663,Low,#DC5034,PCA,3,,,
DM Online Events Account's Play Third Party Lattice Play,,642,0,1,1,1,0,0,0,1,1,1,111000111,6,DM Online Events Account's Play Third Party Lattice Play,50000,High,#7AB800,PCA,2,,,
DM Online Events Account's Play Trips,,643,0,1,1,0,1,0,0,1,1,0,110100110,5,DM Online Events Account's Play Trips  ,1000,Low,#DC5034,PCA,1,,,
DM Online Events Account's Play Trips Lattice Play,,644,0,1,1,1,1,0,0,1,1,0,111100110,6,DM Online Events Account's Play Trips  Lattice Play,59519,High,#7AB800,PCA,47,,,
DM Online Events Account's Play Trips Third Party Lattice Play,,645,0,1,1,1,1,0,0,1,1,1,111100111,7,DM Online Events Account's Play Trips Third Party Lattice Play,58311,High,#7AB800,PCA,18,,,
DM Online Events Account's Play Trips Try n' Buy Lattice Play,,646,0,1,1,1,1,0,1,1,1,0,111101110,7,DM Online Events Account's Play Trips  Try n' Buy Lattice Play,60000,High,#7AB800,PCA,1,,,
DM EM,,647,1,1,0,0,0,0,0,0,0,0,1100000000,2,DM EM,35818,Medium,#c1d82f,PCA,85,,,
DM EM Lattice Play,,648,1,1,0,1,0,0,0,0,0,0,1101000000,3,DM EM Lattice Play,30762,Low,#DC5034,PCA,801,,,
DM EM Third Party,,649,1,1,0,0,0,0,0,0,0,1,1100000001,3,DM EM Third Party ,40519,Medium,#c1d82f,PCA,20,,,
DM EM Third Party Lattice Play,,650,1,1,0,1,0,0,0,0,0,1,1101000001,4,DM EM Third Party Lattice Play,33359,Medium,#c1d82f,PCA,124,,,
DM EM Try n' Buy Lattice Play,,651,1,1,0,1,0,0,1,0,0,0,1101001000,4,DM EM Try n' Buy Lattice Play,54000,High,#7AB800,PCA,1,,,
DM EM Try n' Buy Third Party Lattice Play,,652,1,1,0,1,0,0,1,0,0,1,1101001001,5,DM EM Try n' Buy Third Party Lattice Play,30000,Low,#DC5034,PCA,1,,,
DM EM Trips,,653,1,1,0,0,1,0,0,0,0,0,1100100000,3,DM EM  Trips  ,50494,High,#7AB800,PCA,27,,,
DM EM Trips Lattice Play,,654,1,1,0,1,1,0,0,0,0,0,1101100000,4,DM EM  Trips  Lattice Play,43027,Medium,#c1d82f,PCA,608,,,
DM EM Trips Third Party,,655,1,1,0,0,1,0,0,0,0,1,1100100001,4,DM EM  Trips Third Party ,100000,High,#7AB800,PCA,5,,,
DM EM Trips Third Party Lattice Play,,656,1,1,0,1,1,0,0,0,0,1,1101100001,5,DM EM  Trips Third Party Lattice Play,51006,High,#7AB800,PCA,134,,,
DM EM Trips Try n' Buy Lattice Play,,657,1,1,0,1,1,0,1,0,0,0,1101101000,5,DM EM  Trips  Try n' Buy Lattice Play,286800,High,#7AB800,PCA,5,,,
